timestamp,user_id,mood,chosen_clusters,rating,comment,tracks
2025-12-09T22:09:45,aini,Netral,0,2,,2MHiE76HdeJznaQtrLwBug;7Lf7oSEVdzZqTA0kEDSlS5;2jTrNOXo88jG31MJZEYuKb;1oVbTGLd8EgyeWBoqAYBD0;5rJgX5L7FoBwIk6ddAxDLa;0GeR6j3KxDNkLgjRbNgYxm;6ysi2LwFuBCgdfQgUDxU63;0wTMnyphTnhWvs92czXhL2;6fc44ZlFFyTxX5FTMrpcIB;0YThXX1dqUpYBLyJNAsF9N
